producing_country_iso3,producing_country_name,producing_world_region,scope,indicator,unit,value,share_of_scope_pct
RoW Europe,RoW Europe,Europe,Scope 2,material_extraction,kt,0.017526286458768636,9.071340248604288
RoW America,RoW America,America,Scope 2,material_extraction,kt,0.006196256282055239,3.207088343232748
RoW Middle East,RoW Middle East,Middle East,Scope 2,material_extraction,kt,0.0025412763663167715,1.3153261324827068
CZE,Czech Republic,Europe,Scope 2,material_extraction,kt,0.0017876428072258832,0.9252568241119253
RUS,Russia,Europe,Scope 2,material_extraction,kt,0.0005267616501014362,0.2726438466715607
AUT,Austria,Europe,Scope 2,material_extraction,kt,0.0002625745409379509,0.13590460289878067
HUN,Hungary,Europe,Scope 2,material_extraction,kt,0.00024961568842528267,0.1291972972381979
CAN,Canada,America,Scope 2,material_extraction,kt,7.822877862902704e-05,0.04049003020954309
RoW Africa,RoW Africa,Africa,Scope 2,material_extraction,kt,4.217333353934684e-05,0.021828278275223892
DNK,Denmark,Denmark,Scope 3,material_extraction,kt,1481.6436389020687,59.31505639709589
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 3,material_extraction,kt,128.32128894739483,5.1371222411503545
RoW Middle East,RoW Middle East,Middle East,Scope 3,material_extraction,kt,91.91133409002799,3.6795122807817564
CHN,China,Asia and Pacific,Scope 3,material_extraction,kt,86.5032033892748,3.4630070638081603
IND,India,Asia and Pacific,Scope 3,material_extraction,kt,72.39615313233266,2.8982555543242414
DEU,Germany,Europe,Scope 3,material_extraction,kt,54.51182631017265,2.1822872700297813
POL,Poland,Europe,Scope 3,material_extraction,kt,51.13451710338075,2.047082500939868
RoW America,RoW America,America,Scope 3,material_extraction,kt,48.47366770875391,1.9405599689608395
